"Year","Block","Plot","Species","GrassType","PlantType","FuncDiversity","planted_fg_richness","Biomass_grams.m2"
"2022",1,7,"Fagopyrum esculentum","C3","forb","GF",2,106.6
"2022",1,7,"Guillenia flavescens","C3","forb","GF",2,45.15
"2022",1,8,"Centaurea cyanus","C4","forb","GF",2,217.65
"2022",1,8,"Fagopyrum esculentum","C4","forb","GF",2,64
"2022",1,8,"Guillenia flavescens","C4","forb","GF",2,32.1
"2022",2,11,"Centaurea cyanus","C4","forb","GLF",3,125.35
"2022",2,11,"Fagopyrum esculentum","C4","forb","GLF",3,123.9
"2022",2,11,"Guillenia flavescens","C4","forb","GLF",3,39.15
"2022",2,12,"Centaurea cyanus","C4","forb","GF",2,141.6
"2022",2,12,"Fagopyrum esculentum","C4","forb","GF",2,74.05
"2022",2,12,"Guillenia flavescens","C4","forb","GF",2,60.4
"2022",2,14,"Centaurea cyanus","C3","forb","GLF",3,56.5
"2022",2,14,"Fagopyrum esculentum","C3","forb","GLF",3,104.55
"2022",2,14,"Guillenia flavescens","C3","forb","GLF",3,65.15
"2022",2,16,"Centaurea cyanus","C3","forb","GF",2,103.3
"2022",2,16,"Fagopyrum esculentum","C3","forb","GF",2,139.85
"2022",2,16,"Guillenia flavescens","C3","forb","GF",2,59.95
"2022",3,17,"Centaurea cyanus","C4","forb","GF",2,66.7
"2022",3,17,"Fagopyrum esculentum","C4","forb","GF",2,306.6
"2022",3,17,"Guillenia flavescens","C4","forb","GF",2,94.15
"2022",3,18,"Centaurea cyanus","C3","forb","GLF",3,32.85
"2022",3,18,"Fagopyrum esculentum","C3","forb","GLF",3,175
"2022",3,18,"Guillenia flavescens","C3","forb","GLF",3,42.75
"2022",3,20,"Centaurea cyanus","C4","forb","GLF",3,55.45
"2022",3,20,"Fagopyrum esculentum","C4","forb","GLF",3,67.85
"2022",3,20,"Guillenia flavescens","C4","forb","GLF",3,111.9
"2022",3,21,"Centaurea cyanus","C3","forb","GF",2,108.85
"2022",3,21,"Fagopyrum esculentum","C3","forb","GF",2,106.55
"2022",3,21,"Guillenia flavescens","C3","forb","GF",2,85.85
"2022",4,26,"Centaurea cyanus","C4","forb","GLF",3,49.15
"2022",4,26,"Fagopyrum esculentum","C4","forb","GLF",3,155.2
"2022",4,26,"Guillenia flavescens","C4","forb","GLF",3,231
"2022",4,27,"Centaurea cyanus","C3","forb","GLF",3,82.8
"2022",4,27,"Fagopyrum esculentum","C3","forb","GLF",3,98
"2022",4,27,"Guillenia flavescens","C3","forb","GLF",3,100.3
"2022",4,29,"Centaurea cyanus","C3","forb","GF",2,89.85
"2022",4,29,"Fagopyrum esculentum","C3","forb","GF",2,230.1
"2022",4,29,"Guillenia flavescens","C3","forb","GF",2,133
"2022",4,32,"Centaurea cyanus","C4","forb","GF",2,157.4
"2022",4,32,"Fagopyrum esculentum","C4","forb","GF",2,112.55
"2022",4,32,"Guillenia flavescens","C4","forb","GF",2,48
"2022",5,34,"Centaurea cyanus","C3","forb","GLF",3,83.65
"2022",5,34,"Fagopyrum esculentum","C3","forb","GLF",3,78.65
"2022",5,34,"Guillenia flavescens","C3","forb","GLF",3,86.15
"2022",5,37,"Centaurea cyanus","C4","forb","GF",2,189.1
"2022",5,37,"Fagopyrum esculentum","C4","forb","GF",2,144.8
"2022",5,37,"Guillenia flavescens","C4","forb","GF",2,57.8
"2022",5,38,"Centaurea cyanus","C3","forb","GF",2,71.95
"2022",5,38,"Fagopyrum esculentum","C3","forb","GF",2,0
"2022",5,38,"Guillenia flavescens","C3","forb","GF",2,92.1
"2022",5,40,"Centaurea cyanus","C4","forb","GLF",3,139.9
"2022",5,40,"Fagopyrum esculentum","C4","forb","GLF",3,155.9
"2022",5,40,"Guillenia flavescens","C4","forb","GLF",3,165.6
"2022",6,41,"Centaurea cyanus","C4","forb","GLF",3,72
"2022",6,41,"Fagopyrum esculentum","C4","forb","GLF",3,43.8
"2022",6,41,"Guillenia flavescens","C4","forb","GLF",3,74.65
"2022",6,43,"Centaurea cyanus","C3","forb","GLF",3,62.25
"2022",6,43,"Fagopyrum esculentum","C3","forb","GLF",3,89.45
"2022",6,43,"Guillenia flavescens","C3","forb","GLF",3,53.1
"2022",6,45,"Centaurea cyanus","C4","forb","GF",2,154.8
"2022",6,45,"Fagopyrum esculentum","C4","forb","GF",2,233.7
"2022",6,45,"Guillenia flavescens","C4","forb","GF",2,68
"2022",6,46,"Centaurea cyanus","C3","forb","GF",2,46.1
"2022",6,46,"Fagopyrum esculentum","C3","forb","GF",2,117.7
"2022",6,46,"Guillenia flavescens","C3","forb","GF",2,39.4
"2022",7,51,"Centaurea cyanus","C3","forb","GLF",3,17.35
"2022",7,51,"Fagopyrum esculentum","C3","forb","GLF",3,85.05
"2022",7,51,"Guillenia flavescens","C3","forb","GLF",3,40.9
"2022",7,54,"Centaurea cyanus","C3","forb","GF",2,36.45
"2022",7,54,"Fagopyrum esculentum","C3","forb","GF",2,88.55
"2022",7,54,"Guillenia flavescens","C3","forb","GF",2,79.8
"2022",7,55,"Centaurea cyanus","C4","forb","GF",2,144.95
"2022",7,55,"Fagopyrum esculentum","C4","forb","GF",2,89.65
"2022",7,55,"Guillenia flavescens","C4","forb","GF",2,32.75
"2022",7,56,"Centaurea cyanus","C4","forb","GLF",3,98.45
"2022",7,56,"Fagopyrum esculentum","C4","forb","GLF",3,83.85
"2022",7,56,"Guillenia flavescens","C4","forb","GLF",3,94.7
"2022",8,60,"Centaurea cyanus","C3","forb","GF",2,74.65
"2022",8,60,"Fagopyrum esculentum","C3","forb","GF",2,129.85
"2022",8,60,"Guillenia flavescens","C3","forb","GF",2,58.95
"2022",8,61,"Centaurea cyanus","C4","forb","GF",2,91.5
"2022",8,61,"Fagopyrum esculentum","C4","forb","GF",2,116.6
"2022",8,61,"Guillenia flavescens","C4","forb","GF",2,73.55
"2022",8,62,"Centaurea cyanus","C3","forb","GLF",3,21.7
"2022",8,62,"Fagopyrum esculentum","C3","forb","GLF",3,64.85
"2022",8,62,"Guillenia flavescens","C3","forb","GLF",3,210.25
"2022",8,64,"Centaurea cyanus","C4","forb","GLF",3,92.35
"2022",8,64,"Fagopyrum esculentum","C4","forb","GLF",3,45.6
"2022",8,64,"Guillenia flavescens","C4","forb","GLF",3,168.7
"2022",9,66,"Centaurea cyanus","C3","forb","GLF",3,19.85
"2022",9,66,"Fagopyrum esculentum","C3","forb","GLF",3,138.3
"2022",9,66,"Guillenia flavescens","C3","forb","GLF",3,149.25
"2022",9,68,"Centaurea cyanus","C3","forb","GF",2,57.2
"2022",9,68,"Fagopyrum esculentum","C3","forb","GF",2,125
"2022",9,68,"Guillenia flavescens","C3","forb","GF",2,246.35
"2022",9,69,"Centaurea cyanus","C4","forb","GF",2,92.05
"2022",9,69,"Fagopyrum esculentum","C4","forb","GF",2,104.4
"2022",9,69,"Guillenia flavescens","C4","forb","GF",2,133.7
"2022",9,72,"Centaurea cyanus","C4","forb","GLF",3,57.45
"2022",9,72,"Fagopyrum esculentum","C4","forb","GLF",3,80.75
"2022",9,72,"Guillenia flavescens","C4","forb","GLF",3,272.85
"2022",1,1,"Chamaecrista fasciculata","C4","legume","GLF",3,4.2
"2022",1,1,"Trifolium incarnatum","C4","legume","GLF",3,0
"2022",1,1,"Vicia Villosa","C4","legume","GLF",3,16.8
"2022",1,4,"Chamaecrista fasciculata","C4","legume","GL",2,9.15
"2022",1,4,"Trifolium incarnatum","C4","legume","GL",2,26.95
"2022",1,4,"Vicia Villosa","C4","legume","GL",2,77.8
"2022",1,5,"Chamaecrista fasciculata","C3","legume","GLF",3,2
"2022",1,5,"Trifolium incarnatum","C3","legume","GLF",3,0
"2022",1,5,"Vicia Villosa","C3","legume","GLF",3,79.7
"2022",1,6,"Chamaecrista fasciculata","C3","legume","GL",2,8.7
"2022",1,6,"Trifolium incarnatum","C3","legume","GL",2,9.75
"2022",1,6,"Vicia Villosa","C3","legume","GL",2,123.5
"2022",2,9,"Chamaecrista fasciculata","C4","legume","GL",2,8.6
"2022",2,9,"Trifolium incarnatum","C4","legume","GL",2,16.2
"2022",2,9,"Vicia Villosa","C4","legume","GL",2,129.05
"2022",2,11,"Chamaecrista fasciculata","C4","legume","GLF",3,7.1
"2022",2,11,"Trifolium incarnatum","C4","legume","GLF",3,0.8
"2022",2,11,"Vicia Villosa","C4","legume","GLF",3,108.5
"2022",2,13,"Chamaecrista fasciculata","C3","legume","GL",2,10.75
"2022",2,13,"Trifolium incarnatum","C3","legume","GL",2,2.5
"2022",2,13,"Vicia Villosa","C3","legume","GL",2,44.15
"2022",2,14,"Chamaecrista fasciculata","C3","legume","GLF",3,3
"2022",2,14,"Trifolium incarnatum","C3","legume","GLF",3,0
"2022",2,14,"Vicia Villosa","C3","legume","GLF",3,100.5
"2022",3,18,"Chamaecrista fasciculata","C3","legume","GLF",3,4.15
"2022",3,18,"Trifolium incarnatum","C3","legume","GLF",3,0
"2022",3,18,"Vicia Villosa","C3","legume","GLF",3,77.35
"2022",3,20,"Chamaecrista fasciculata","C4","legume","GLF",3,4.85
"2022",3,20,"Trifolium incarnatum","C4","legume","GLF",3,10.8
"2022",3,20,"Vicia Villosa","C4","legume","GLF",3,60.1
"2022",3,22,"Chamaecrista fasciculata","C3","legume","GL",2,4.45
"2022",3,22,"Trifolium incarnatum","C3","legume","GL",2,5
"2022",3,22,"Vicia Villosa","C3","legume","GL",2,82.45
"2022",3,23,"Chamaecrista fasciculata","C4","legume","GL",2,20.75
"2022",3,23,"Trifolium incarnatum","C4","legume","GL",2,22.25
"2022",3,23,"Vicia Villosa","C4","legume","GL",2,85.55
"2022",4,26,"Chamaecrista fasciculata","C4","legume","GLF",3,2.9
"2022",4,26,"Trifolium incarnatum","C4","legume","GLF",3,3.6
"2022",4,26,"Vicia Villosa","C4","legume","GLF",3,17.95
"2022",4,27,"Chamaecrista fasciculata","C3","legume","GLF",3,2.8
"2022",4,27,"Trifolium incarnatum","C3","legume","GLF",3,0.8
"2022",4,27,"Vicia Villosa","C3","legume","GLF",3,3.3
"2022",4,28,"Chamaecrista fasciculata","C4","legume","GL",2,8.05
"2022",4,28,"Trifolium incarnatum","C4","legume","GL",2,50.7
"2022",4,28,"Vicia Villosa","C4","legume","GL",2,0
"2022",4,30,"Chamaecrista fasciculata","C3","legume","GL",2,5.8
"2022",4,30,"Trifolium incarnatum","C3","legume","GL",2,12.75
"2022",4,30,"Vicia Villosa","C3","legume","GL",2,33
"2022",5,34,"Chamaecrista fasciculata","C3","legume","GLF",3,5.8
"2022",5,34,"Trifolium incarnatum","C3","legume","GLF",3,0.65
"2022",5,34,"Vicia Villosa","C3","legume","GLF",3,8.05
"2022",5,36,"Chamaecrista fasciculata","C4","legume","GL",2,15.55
"2022",5,36,"Trifolium incarnatum","C4","legume","GL",2,32.6
"2022",5,36,"Vicia Villosa","C4","legume","GL",2,54.05
"2022",5,39,"Chamaecrista fasciculata","C3","legume","GL",2,6.35
"2022",5,39,"Trifolium incarnatum","C3","legume","GL",2,4.15
"2022",5,39,"Vicia Villosa","C3","legume","GL",2,37.25
"2022",5,40,"Chamaecrista fasciculata","C4","legume","GLF",3,4.25
"2022",5,40,"Trifolium incarnatum","C4","legume","GLF",3,0.3
"2022",5,40,"Vicia Villosa","C4","legume","GLF",3,4.7
"2022",6,41,"Chamaecrista fasciculata","C4","legume","GLF",3,4.6
"2022",6,41,"Trifolium incarnatum","C4","legume","GLF",3,1.55
"2022",6,41,"Vicia Villosa","C4","legume","GLF",3,35.4
"2022",6,42,"Chamaecrista fasciculata","C3","legume","GL",2,4
"2022",6,42,"Trifolium incarnatum","C3","legume","GL",2,0.65
"2022",6,42,"Vicia Villosa","C3","legume","GL",2,13.45
"2022",6,43,"Chamaecrista fasciculata","C3","legume","GLF",3,1.25
"2022",6,43,"Trifolium incarnatum","C3","legume","GLF",3,0.1
"2022",6,43,"Vicia Villosa","C3","legume","GLF",3,96.05
"2022",6,47,"Chamaecrista fasciculata","C4","legume","GL",2,11.55
"2022",6,47,"Trifolium incarnatum","C4","legume","GL",2,4.7
"2022",6,47,"Vicia Villosa","C4","legume","GL",2,83.7
"2022",7,49,"Chamaecrista fasciculata","C3","legume","GL",2,5.25
"2022",7,49,"Trifolium incarnatum","C3","legume","GL",2,1.2
"2022",7,49,"Vicia Villosa","C3","legume","GL",2,43.25
"2022",7,50,"Chamaecrista fasciculata","C4","legume","GL",2,5.6
"2022",7,50,"Trifolium incarnatum","C4","legume","GL",2,6.25
"2022",7,50,"Vicia Villosa","C4","legume","GL",2,54.7
"2022",7,51,"Chamaecrista fasciculata","C3","legume","GLF",3,7.6
"2022",7,51,"Trifolium incarnatum","C3","legume","GLF",3,0
"2022",7,51,"Vicia Villosa","C3","legume","GLF",3,10.25
"2022",7,56,"Chamaecrista fasciculata","C4","legume","GLF",3,4.65
"2022",7,56,"Trifolium incarnatum","C4","legume","GLF",3,0.45
"2022",7,56,"Vicia Villosa","C4","legume","GLF",3,0
"2022",8,58,"Chamaecrista fasciculata","C4","legume","GL",2,10.5
"2022",8,58,"Trifolium incarnatum","C4","legume","GL",2,27.25
"2022",8,58,"Vicia Villosa","C4","legume","GL",2,82.05
"2022",8,59,"Chamaecrista fasciculata","C3","legume","GL",2,1.2
"2022",8,59,"Trifolium incarnatum","C3","legume","GL",2,2.15
"2022",8,59,"Vicia Villosa","C3","legume","GL",2,75.4
"2022",8,62,"Chamaecrista fasciculata","C3","legume","GLF",3,4.25
"2022",8,62,"Trifolium incarnatum","C3","legume","GLF",3,0.55
"2022",8,62,"Vicia Villosa","C3","legume","GLF",3,32.8
"2022",8,64,"Chamaecrista fasciculata","C4","legume","GLF",3,10.2
"2022",8,64,"Trifolium incarnatum","C4","legume","GLF",3,2.5
"2022",8,64,"Vicia Villosa","C4","legume","GLF",3,40.9
"2022",9,66,"Chamaecrista fasciculata","C3","legume","GLF",3,3.95
"2022",9,66,"Trifolium incarnatum","C3","legume","GLF",3,1.7
"2022",9,66,"Vicia Villosa","C3","legume","GLF",3,27.25
"2022",9,70,"Chamaecrista fasciculata","C3","legume","GL",2,8.4
"2022",9,70,"Trifolium incarnatum","C3","legume","GL",2,9
"2022",9,70,"Vicia Villosa","C3","legume","GL",2,75.15
"2022",9,71,"Chamaecrista fasciculata","C4","legume","GL",2,13.95
"2022",9,71,"Trifolium incarnatum","C4","legume","GL",2,22.7
"2022",9,71,"Vicia Villosa","C4","legume","GL",2,48.8
"2022",9,72,"Chamaecrista fasciculata","C4","legume","GLF",3,7.35
"2022",9,72,"Trifolium incarnatum","C4","legume","GLF",3,1
"2022",9,72,"Vicia Villosa","C4","legume","GLF",3,39.4
"2022",1,1,"other","C4","other","GLF",3,26.95
"2022",1,2,"other","C4","other","G",1,19.5
"2022",1,3,"other","C3","other","G",1,30.9
"2022",1,4,"other","C4","other","GL",2,10.2
"2022",1,5,"other","C3","other","GLF",3,3.7
"2022",1,6,"other","C3","other","GL",2,5.65
"2022",1,7,"other","C3","other","GF",2,19.75
"2022",1,8,"other","C4","other","GF",2,10.75
"2022",2,9,"other","C4","other","GL",2,22.05
"2022",2,10,"other","C3","other","G",1,97.2
"2022",2,11,"other","C4","other","GLF",3,26.65
"2022",2,12,"other","C4","other","GF",2,16.05
"2022",2,13,"other","C3","other","GL",2,49.15
"2022",2,14,"other","C3","other","GLF",3,2.65
"2022",2,15,"other","C4","other","G",1,19.85
"2022",2,16,"other","C3","other","GF",2,33.7
"2022",3,17,"other","C4","other","GF",2,3.8
"2022",3,18,"other","C3","other","GLF",3,8.6
"2022",3,19,"other","C3","other","G",1,57.65
"2022",3,20,"other","C4","other","GLF",3,12.55
"2022",3,21,"other","C3","other","GF",2,3.05
"2022",3,22,"other","C3","other","GL",2,3.75
"2022",3,23,"other","C4","other","GL",2,21
"2022",3,24,"other","C4","other","G",1,72.35
"2022",4,25,"other","C4","other","G",1,81.75
"2022",4,26,"other","C4","other","GLF",3,22.15
"2022",4,27,"other","C3","other","GLF",3,25.15
"2022",4,28,"other","C4","other","GL",2,11.75
"2022",4,29,"other","C3","other","GF",2,2.8
"2022",4,30,"other","C3","other","GL",2,14.55
"2022",4,31,"other","C3","other","G",1,33.2
"2022",4,32,"other","C4","other","GF",2,6.85
"2022",5,33,"other","C3","other","G",1,25.85
"2022",5,34,"other","C3","other","GLF",3,33.7
"2022",5,35,"other","C4","other","G",1,24.1
"2022",5,36,"other","C4","other","GL",2,18.5
"2022",5,37,"other","C4","other","GF",2,3.95
"2022",5,38,"other","C3","other","GF",2,18.75
"2022",5,39,"other","C3","other","GL",2,5.6
"2022",5,40,"other","C4","other","GLF",3,12.55
"2022",6,41,"other","C4","other","GLF",3,9.8
"2022",6,42,"other","C3","other","GL",2,6.05
"2022",6,43,"other","C3","other","GLF",3,15
"2022",6,44,"other","C4","other","G",1,111.3
"2022",6,45,"other","C4","other","GF",2,4.65
"2022",6,46,"other","C3","other","GF",2,28.35
"2022",6,47,"other","C4","other","GL",2,27.25
"2022",6,48,"other","C3","other","G",1,77.9
"2022",7,49,"other","C3","other","GL",2,12.25
"2022",7,50,"other","C4","other","GL",2,0.65
"2022",7,51,"other","C3","other","GLF",3,2.1
"2022",7,52,"other","C4","other","G",1,10.7
"2022",7,53,"other","C3","other","G",1,22.8
"2022",7,54,"other","C3","other","GF",2,5.25
"2022",7,55,"other","C4","other","GF",2,2.65
"2022",7,56,"other","C4","other","GLF",3,7.2
"2022",8,57,"other","C4","other","G",1,69.2
"2022",8,58,"other","C4","other","GL",2,5
"2022",8,59,"other","C3","other","GL",2,1.45
"2022",8,60,"other","C3","other","GF",2,1.1
"2022",8,61,"other","C4","other","GF",2,21.05
"2022",8,62,"other","C3","other","GLF",3,2.45
"2022",8,63,"other","C3","other","G",1,0.9
"2022",8,64,"other","C4","other","GLF",3,3.7
"2022",9,65,"other","C3","other","G",1,5.95
"2022",9,66,"other","C3","other","GLF",3,0.95
"2022",9,67,"other","C4","other","G",1,6.85
"2022",9,68,"other","C3","other","GF",2,0.4
"2022",9,69,"other","C4","other","GF",2,29.6
"2022",9,70,"other","C3","other","GL",2,6.5
"2022",9,71,"other","C4","other","GL",2,6
"2022",9,72,"other","C4","other","GLF",3,1.35
